employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition
8037,26,1,1,1,3,4,8010,60,26,14,4,2,3,2,13,0,4,32,7,4,3,3,12,4,0
8038,44,0,1,3,3,4,6870,84,19,13,1,4,2,1,69,1,4,42,5,2,4,4,17,2,0
8039,22,0,0,4,3,4,15981,25,6,3,9,2,1,1,1,0,5,46,0,2,1,3,34,4,0
8040,57,0,2,2,1,2,4725,97,16,8,6,3,5,2,22,1,2,46,13,4,3,3,2,1,0
8041,39,0,0,4,3,5,16197,30,12,9,9,2,1,1,52,0,6,37,6,3,2,1,24,4,0
8042,53,0,0,4,0,4,5810,46,1,12,6,2,2,4,15,0,4,52,14,3,3,4,33,4,0
8043,49,1,1,2,1,1,8561,16,28,2,7,1,1,2,17,1,7,44,0,4,2,1,15,2,0
8044,36,0,0,4,0,3,5294,72,12,1,6,3,2,4,1,1,5,51,6,1,1,4,9,4,0
8045,29,0,1,2,3,2,13504,99,20,1,0,4,5,4,65,0,6,58,10,1,3,3,12,2,0
8046,54,1,2,0,2,5,12784,52,25,1,8,1,1,1,44,1,6,54,17,4,1,1,37,2,0
8047,39,1,0,3,3,1,11616,93,18,5,3,2,3,4,51,1,7,49,10,3,4,4,40,1,0
8048,37,1,0,1,1,2,7890,71,2,2,0,1,3,1,86,0,5,32,18,4,2,3,44,3,0
8049,46,0,2,4,0,2,8177,91,18,4,9,4,2,1,55,0,4,51,12,2,3,3,5,3,1
8050,55,1,0,2,2,3,8603,85,10,1,1,4,2,3,47,1,9,46,18,3,4,4,2,1,0
8051,42,0,2,3,2,3,10353,73,10,2,7,1,2,1,65,0,6,57,11,3,4,2,45,4,0
8052,51,1,1,4,2,5,8618,71,23,7,7,3,5,1,51,0,7,45,1,4,2,2,28,2,0
8053,29,0,1,3,0,4,17928,81,23,9,8,4,2,4,9,1,8,35,5,2,1,2,21,4,0
8054,30,0,0,0,1,3,4784,29,6,6,8,3,3,3,15,1,1,35,6,3,1,3,49,4,0
8055,57,0,1,4,2,5,5916,98,2,10,9,4,3,3,51,0,3,57,13,3,1,2,14,4,0
8056,25,0,1,2,0,2,6444,72,16,10,7,3,2,4,21,0,8,48,15,1,1,4,48,3,0
8057,53,1,2,0,0,4,3514,17,5,13,3,4,4,1,62,1,8,52,19,1,2,1,1,2,0
8058,55,1,1,4,3,1,13831,72,29,5,9,1,2,1,15,0,8,58,6,1,4,4,22,2,0
8059,56,0,1,3,0,2,17739,41,6,10,6,3,4,4,58,0,3,46,14,1,3,3,4,3,0
8060,36,1,1,0,1,5,8536,29,22,11,8,1,1,1,32,1,7,41,0,2,1,3,8,3,1
8061,59,0,2,2,1,1,10850,74,26,7,5,1,1,2,39,0,6,41,19,3,3,3,2,4,0
8062,59,1,0,4,2,2,11113,17,22,9,5,4,3,2,87,1,6,43,11,3,2,3,16,2,0
8063,31,1,2,3,0,3,7250,42,22,13,0,2,1,4,24,0,4,45,15,1,4,2,16,3,0
8064,40,0,0,3,0,5,7241,61,1,14,9,1,1,2,40,1,2,39,5,3,4,2,44,4,1
8065,59,0,0,0,3,1,14165,79,28,2,8,2,1,1,10,1,2,43,7,3,3,3,45,3,0
8066,38,1,1,4,3,3,16546,67,4,6,1,4,5,1,38,1,7,47,6,1,4,3,36,4,0
8067,22,0,1,3,0,1,8518,34,17,3,2,1,5,4,11,1,3,52,3,2,3,3,31,4,0
8068,37,1,2,0,0,4,4931,25,13,10,4,2,2,4,5,1,3,41,4,3,3,3,49,2,0
8069,38,1,2,1,0,4,18792,39,12,12,4,3,4,2,3,0,6,42,1,2,2,4,46,2,0
8070,25,1,2,3,3,5,3438,77,13,10,4,2,3,4,53,0,4,30,17,3,2,4,12,3,0
8071,35,0,1,0,3,1,3536,18,19,4,3,1,5,4,76,0,3,51,3,3,4,4,30,4,0
8072,27,0,0,1,1,4,13414,97,28,5,4,2,5,4,47,0,6,48,5,1,1,4,44,4,0
8073,37,1,2,0,2,2,8926,68,27,5,2,4,3,3,65,0,1,54,11,3,2,3,28,4,1
8074,58,0,0,3,2,2,18356,74,16,10,0,2,5,4,74,0,1,58,16,1,1,2,26,1,0
8075,31,0,1,1,2,4,17673,42,27,8,6,3,3,3,90,1,8,55,18,1,1,3,46,4,0
8076,29,1,1,0,2,4,5766,24,27,5,9,2,2,1,32,1,8,53,18,2,3,1,16,3,1
8077,26,0,1,4,3,5,11174,99,11,2,1,3,2,1,55,0,9,53,15,4,2,3,7,2,0
8078,20,0,1,1,3,5,18543,50,18,14,7,2,1,1,46,1,3,33,10,4,4,3,13,2,0
8079,55,1,0,0,0,2,18650,94,18,2,0,4,3,2,40,0,5,58,3,2,3,2,8,1,0
8080,40,0,0,4,1,3,3301,47,22,12,5,4,3,2,87,1,6,31,18,4,2,1,27,4,0
8081,56,1,2,1,1,1,6650,73,1,1,0,2,2,2,85,1,3,55,18,1,2,4,31,3,0
8082,43,0,0,0,2,3,3246,59,4,2,7,1,5,1,22,1,8,53,3,3,2,4,8,2,0
8083,44,0,0,3,0,5,4358,65,9,1,1,1,3,3,35,1,3,54,14,3,1,2,15,2,0
8084,26,1,0,1,0,3,16717,60,3,3,7,3,3,2,64,1,9,45,5,3,4,1,29,2,0
8085,36,1,2,1,3,5,14793,27,8,5,3,3,5,4,87,0,5,34,0,1,3,1,30,2,0
8086,48,0,0,4,0,3,9761,18,9,3,2,1,2,3,76,0,7,46,3,4,4,3,11,2,0
8087,49,1,0,0,1,2,7214,56,18,11,1,3,3,3,17,0,7,45,15,3,4,2,37,4,1
8088,26,1,0,3,1,5,12707,41,5,7,3,1,3,3,6,1,5,54,19,3,2,2,46,1,0
8089,52,0,1,4,0,2,7601,22,22,10,9,2,5,3,39,1,8,57,0,3,1,3,2,3,1
8090,26,1,0,1,3,3,14898,60,5,11,9,3,1,3,67,0,1,50,16,2,2,2,28,4,0
8091,43,0,2,4,1,4,11628,22,22,2,1,2,5,4,83,0,6,34,3,3,1,4,5,3,0
8092,30,0,2,4,3,4,7800,40,5,5,2,1,5,2,73,0,3,43,3,2,1,3,42,1,0
8093,28,1,2,4,3,1,3824,15,23,13,1,3,1,3,70,0,2,59,3,2,2,4,34,4,0
8094,31,0,2,1,1,4,17241,97,16,3,1,3,3,4,38,0,2,55,19,1,2,3,25,1,0
8095,54,1,1,2,3,1,11495,75,5,2,9,3,1,1,42,1,4,53,17,3,2,1,3,3,0
8096,23,0,2,4,2,3,9310,98,5,4,8,3,4,2,24,1,9,33,6,3,3,4,42,3,1
8097,55,1,1,2,2,1,11278,96,12,12,0,2,1,3,82,0,1,32,3,3,2,1,47,1,0
8098,47,1,1,3,2,1,6297,53,7,9,2,3,2,3,43,0,3,48,12,3,2,3,30,1,0
8099,32,0,1,3,0,1,17455,23,3,9,0,3,3,2,83,1,1,50,12,3,2,1,49,4,1
8100,42,1,2,3,1,2,14511,41,26,6,2,4,4,3,92,1,1,34,18,3,1,3,37,1,0
8101,38,1,2,0,2,1,10089,84,23,7,0,3,4,1,68,0,7,57,19,3,2,2,45,3,0
8102,56,1,1,1,3,5,18503,34,8,1,8,3,1,3,93,1,8,47,18,3,1,1,48,1,0
8103,58,0,1,2,2,3,8634,79,21,3,4,4,4,2,27,1,3,44,8,3,3,1,26,2,0
8104,43,0,2,0,3,2,16305,30,20,2,3,1,3,4,38,0,1,59,15,3,4,3,32,2,0
8105,35,1,0,2,1,5,18676,82,18,9,7,2,3,4,51,0,1,32,5,2,4,2,24,1,0
8106,52,1,0,1,2,3,4049,81,5,10,0,1,5,2,91,0,7,46,1,2,3,4,17,1,1
8107,31,0,0,4,1,2,6601,36,6,8,8,4,5,2,59,1,9,30,19,2,4,1,35,2,0
8108,53,0,2,0,2,3,9465,87,27,3,1,4,2,1,25,1,5,54,8,4,1,1,16,2,1
8109,26,0,2,1,3,4,10749,70,25,10,7,2,1,3,0,0,1,52,10,2,1,4,5,4,0
8110,30,1,1,0,3,3,5983,71,22,14,6,3,4,2,10,0,2,37,11,1,3,3,48,1,1
8111,50,0,2,3,0,4,18257,68,22,8,9,3,5,1,0,0,4,41,2,4,3,4,32,2,0
8112,48,1,2,0,0,4,14312,22,6,10,1,1,3,1,44,0,9,43,8,1,2,2,28,4,0
8113,32,0,2,4,0,3,17100,21,24,8,9,4,4,4,13,0,7,41,8,3,3,3,3,2,0
8114,50,1,1,4,2,4,10173,90,6,11,9,2,1,2,84,0,3,34,19,3,2,1,26,1,1
8115,21,0,1,2,1,2,19417,15,11,14,5,4,4,4,64,1,9,39,3,3,3,2,21,1,0
8116,58,1,0,0,2,4,9546,68,27,8,4,3,4,2,13,1,3,35,19,3,1,3,11,1,1
8117,34,0,0,3,3,1,3009,26,13,4,6,4,2,1,9,1,2,46,14,1,1,2,47,4,1
8118,30,0,2,4,1,2,4727,94,14,7,1,2,1,2,55,0,6,46,6,1,2,3,2,2,0
8119,53,1,2,2,3,2,9732,28,17,10,9,4,4,2,89,1,8,39,19,3,4,1,2,4,0
8120,58,0,1,3,0,2,17867,33,1,8,8,2,3,4,98,0,8,58,8,1,2,4,47,4,1
8121,23,0,0,3,3,1,14419,33,10,10,2,2,3,4,83,0,9,45,15,3,3,4,4,3,0
8122,30,0,0,3,2,1,6098,91,28,13,0,2,2,4,2,0,5,50,10,4,3,3,27,1,0
8123,48,0,0,1,3,1,7044,88,2,5,7,1,5,1,88,0,6,44,1,2,2,1,24,2,0
8124,21,1,2,4,3,1,18227,42,13,14,6,3,1,3,49,0,5,51,1,4,3,4,3,2,0
8125,35,1,2,1,3,1,16597,91,17,9,6,3,4,2,23,1,2,42,8,1,1,1,16,4,0
8126,58,0,2,1,1,5,14769,29,19,9,3,3,2,1,50,0,8,31,11,2,4,3,41,3,0
8127,32,1,1,4,3,5,5341,95,3,3,9,2,3,2,69,0,9,59,4,3,4,2,38,4,0
8128,56,1,0,0,3,1,7539,77,4,3,2,2,4,2,59,0,8,44,19,1,4,1,29,2,0
8129,36,1,1,2,0,2,15575,37,6,13,8,4,3,3,65,0,8,51,15,4,3,3,36,4,0
8130,40,1,0,4,0,4,6142,57,13,8,2,2,4,2,93,1,6,41,6,4,2,2,25,3,1
8131,38,1,2,2,2,4,13827,24,29,13,6,2,1,4,3,1,9,55,10,2,2,2,41,4,0
8132,26,0,1,0,0,5,10274,50,26,7,6,1,3,2,97,1,2,54,7,4,4,2,33,4,0
8133,57,1,1,4,3,1,5027,77,23,9,9,2,2,2,83,0,7,34,18,2,4,3,5,1,0
8134,27,0,2,3,0,3,7726,63,14,13,6,2,2,1,98,0,6,58,19,1,3,3,13,3,0
8135,32,1,0,4,1,4,4999,28,9,2,0,2,2,2,17,1,4,30,13,3,4,4,43,2,0
8136,56,0,0,0,2,4,7704,48,24,2,9,2,2,2,68,1,3,40,16,1,1,4,4,2,0
8137,21,0,0,1,0,2,18028,53,15,7,1,4,5,4,14,1,7,31,17,1,4,4,36,4,0
8138,30,0,0,4,2,4,8617,46,6,13,1,1,4,1,33,0,6,46,16,1,2,2,17,4,0
8139,43,1,2,3,2,5,12216,94,25,8,2,2,4,2,39,0,6,56,11,1,2,3,39,3,0
8140,25,1,2,4,2,1,7571,95,20,3,3,3,4,4,37,1,1,56,15,2,3,2,24,3,0
8141,45,0,2,1,1,1,18812,36,11,1,0,2,5,4,18,0,9,59,1,3,3,2,29,4,1
8142,26,0,2,4,3,4,19998,49,22,10,4,1,2,4,63,1,7,44,14,3,1,2,20,3,0
8143,58,1,1,3,1,3,7080,37,7,7,0,2,1,2,84,0,5,42,2,4,1,1,43,3,0
8144,38,1,1,0,2,5,17259,39,18,14,6,3,2,2,67,1,1,43,5,2,3,2,11,3,0
8145,25,0,1,3,0,4,15709,83,28,11,6,4,5,4,20,1,2,39,7,4,3,2,35,3,0
8146,48,1,2,0,0,5,18750,20,17,6,1,2,1,4,30,1,2,51,10,1,4,1,21,2,0
8147,58,1,0,3,1,3,9142,74,14,13,3,1,5,3,53,1,5,40,15,1,4,3,48,2,0
8148,21,1,1,2,0,5,12207,20,26,14,8,2,3,1,89,0,6,41,15,4,3,2,10,1,0
8149,38,1,1,4,2,5,14678,33,8,1,0,1,4,1,73,1,9,50,19,4,4,4,27,3,0
8150,23,1,2,4,2,5,10930,33,29,9,9,2,4,1,7,0,8,47,15,2,3,3,11,1,0
8151,25,1,0,1,3,1,6765,26,8,11,5,2,5,3,81,1,7,30,9,3,4,3,6,2,0
8152,56,0,0,2,2,3,16307,27,27,11,9,4,1,4,17,1,7,34,0,2,4,2,39,1,0
8153,47,0,0,1,0,1,8713,64,7,11,0,4,3,1,57,1,4,51,19,2,1,1,34,3,0
8154,49,0,2,4,3,2,16871,81,25,6,5,2,3,1,76,1,2,58,18,2,3,3,11,4,0
8155,26,0,0,1,0,4,6905,90,9,13,0,1,2,1,65,0,1,47,8,1,3,2,23,2,0
8156,28,0,1,0,1,1,13605,45,12,5,2,3,2,2,9,0,8,49,0,4,2,3,5,2,0
8157,44,0,1,2,3,5,4916,91,3,3,3,4,1,3,48,0,4,56,16,4,2,1,33,4,0
8158,52,1,1,3,2,2,7277,37,1,13,9,2,2,2,44,1,2,55,3,4,1,3,6,4,0
8159,20,1,2,0,3,3,13482,91,15,9,4,1,4,1,63,1,6,39,4,1,4,1,5,1,0
8160,25,0,0,3,2,3,15507,84,9,7,6,2,5,2,13,0,3,46,7,1,1,4,23,2,0
8161,37,0,2,1,2,1,18998,72,17,4,1,2,4,1,66,1,2,30,19,3,2,2,39,1,0
8162,29,0,0,4,0,5,13083,81,12,13,5,4,3,2,43,1,7,34,6,4,3,3,49,3,0
8163,47,1,2,0,2,5,9572,85,17,1,3,1,3,4,64,0,4,55,6,4,4,1,16,2,0
8164,30,1,1,2,2,3,9951,24,28,12,5,2,5,4,78,1,5,32,6,4,3,3,16,4,1
8165,52,1,2,3,2,5,6863,82,29,4,6,4,1,2,44,0,6,58,5,1,1,4,35,2,0
8166,20,1,2,0,0,4,7503,58,13,3,6,1,3,4,97,1,7,56,10,4,1,3,26,1,0
8167,32,0,2,4,2,1,7099,84,13,6,4,1,1,4,35,0,7,42,6,4,2,3,49,3,1
8168,56,0,1,2,1,1,3589,96,15,11,6,2,4,3,38,0,4,35,5,1,2,3,38,1,1
8169,39,0,2,2,0,5,19023,85,21,1,2,2,2,1,73,1,8,59,1,1,1,1,19,4,0
8170,20,0,2,3,1,3,4889,22,18,11,9,1,5,3,56,1,4,38,10,3,2,3,45,2,0
8171,22,1,1,0,3,4,14554,42,15,4,4,1,2,1,76,1,4,37,10,1,4,2,32,4,0
8172,37,1,0,0,0,4,4059,69,18,1,4,4,1,1,30,1,8,47,5,2,3,3,13,3,0
8173,33,0,2,2,1,4,6395,81,5,1,1,3,1,1,24,1,9,32,13,2,1,2,1,3,1
8174,50,1,1,1,0,2,19778,91,7,6,3,1,4,2,20,1,6,32,18,2,1,4,15,1,0
8175,46,1,2,2,2,5,19950,53,6,6,1,2,4,4,7,1,2,38,17,4,3,3,10,4,0
8176,36,1,1,4,0,4,5510,47,5,9,8,1,1,3,7,1,8,30,19,1,3,2,18,1,0
8177,48,1,0,0,3,5,10480,94,19,14,8,2,4,4,17,1,9,30,1,4,4,4,27,4,0
8178,55,0,0,3,1,3,9100,89,9,14,0,3,5,1,16,1,9,33,7,1,3,4,41,2,0
8179,56,1,2,0,0,3,5402,43,24,11,1,1,3,1,38,0,8,59,14,1,1,3,31,2,0
8180,45,0,1,2,2,3,9486,31,11,7,7,2,5,2,73,0,2,44,6,4,2,3,33,4,0
8181,36,1,0,4,1,2,14575,51,3,6,2,2,1,1,11,0,5,35,0,3,2,3,2,1,0
8182,41,1,0,1,1,3,16191,20,7,3,2,2,3,1,53,0,2,35,1,1,2,1,6,2,0
8183,44,0,1,0,1,5,8439,60,3,3,9,4,1,2,68,0,1,39,10,2,3,2,27,3,1
8184,21,0,2,2,3,1,8991,28,27,5,5,2,5,2,19,0,4,32,19,2,2,2,45,3,0
8185,41,1,0,2,2,1,3965,97,6,6,4,3,1,2,41,1,7,31,11,1,1,4,43,4,0
8186,24,1,0,2,2,5,14723,51,19,6,3,2,4,3,95,1,1,56,0,2,3,2,15,4,0
8187,23,0,0,4,1,1,11556,90,16,8,6,1,1,3,36,1,3,39,9,1,1,2,8,1,0
8188,55,1,2,2,0,4,6613,97,8,8,0,3,5,3,97,0,5,42,8,2,2,1,36,4,0
8189,25,1,0,2,1,1,16007,99,19,13,0,2,4,1,26,0,9,38,8,3,2,1,34,4,0
8190,40,0,1,2,2,2,4031,43,21,13,0,3,3,3,70,0,9,51,13,2,3,1,6,3,0
8191,32,1,2,0,3,3,17127,95,19,1,7,1,5,1,15,0,7,37,8,1,4,2,25,3,0
8192,56,1,0,2,3,1,6867,63,16,3,8,3,2,4,14,1,7,58,11,4,4,2,35,2,1
8193,44,1,1,4,1,1,18237,16,8,5,2,4,2,3,60,0,3,58,12,4,3,4,32,2,1
8194,45,1,1,0,3,2,10581,84,10,9,0,4,5,4,59,1,7,55,9,2,2,4,39,3,0
8195,58,1,2,2,3,2,6203,97,9,4,8,3,5,1,0,1,1,34,14,3,2,4,24,2,0
8196,39,0,1,1,0,1,18353,84,16,5,2,2,2,1,17,0,1,55,3,2,4,2,26,4,0
8197,52,1,2,4,3,4,8001,79,22,1,8,2,2,4,82,1,1,40,6,4,4,3,4,3,0
8198,33,0,2,1,0,1,7890,60,14,7,3,2,2,2,88,0,9,42,1,4,2,1,37,2,0
8199,55,0,2,4,1,4,16740,77,10,2,0,2,5,3,55,1,4,41,7,4,4,1,21,1,0
8200,36,1,1,1,2,3,16411,99,4,13,4,1,4,2,64,1,6,38,3,1,3,3,24,2,0
8201,40,0,2,2,2,5,7839,35,10,12,6,1,1,4,95,1,4,34,13,4,3,1,21,3,0
8202,35,1,2,1,0,3,9379,41,20,1,5,4,1,1,95,1,8,34,9,3,1,4,16,2,0
8203,35,0,1,1,2,1,18171,77,21,14,3,3,4,4,40,1,2,56,19,4,1,1,5,1,1
8204,39,0,2,4,1,1,8927,37,28,14,9,1,1,1,9,1,5,47,4,4,2,2,19,4,0
8205,48,0,0,2,2,4,5417,53,27,13,7,4,4,3,56,0,9,55,18,4,1,3,43,4,0
8206,47,1,1,4,3,2,3258,72,15,13,9,2,4,4,30,0,5,55,4,4,4,1,44,4,0
8207,27,0,1,2,1,4,17563,59,19,2,9,4,1,1,20,0,2,39,13,2,2,4,30,3,0
8208,43,0,1,3,1,2,19528,95,11,8,0,1,1,3,0,0,4,46,9,2,4,2,48,1,0
8209,22,0,0,0,2,2,11437,28,20,1,3,3,1,3,87,1,2,32,15,1,3,3,35,4,0
8210,44,1,2,0,2,2,10570,36,14,1,6,1,3,3,32,1,2,54,2,2,4,3,10,1,0
8211,38,1,1,4,0,2,15565,31,28,1,5,3,1,2,89,1,2,36,0,2,4,1,48,4,0
8212,52,0,1,2,3,1,10175,43,15,11,0,3,5,3,86,0,4,35,7,1,1,2,3,4,0
8213,21,0,1,1,2,5,12579,52,4,14,4,2,5,3,18,1,7,52,10,2,4,1,17,3,0
8214,34,0,0,0,2,5,14715,45,17,2,5,3,3,3,17,0,3,31,7,3,3,3,9,1,1
8215,41,0,0,4,0,3,12926,72,1,14,9,3,5,3,45,0,5,55,8,1,3,4,49,2,1
8216,29,1,0,4,2,3,3251,31,25,1,8,2,1,3,96,1,8,52,6,3,1,3,44,3,0
8217,37,1,2,4,3,3,5005,37,19,2,4,4,3,2,10,0,5,44,8,3,4,3,34,3,1
8218,41,1,2,2,3,4,9161,96,5,11,4,3,2,3,74,1,5,31,4,3,2,2,11,4,0
8219,46,0,0,4,1,3,17725,99,18,7,7,1,2,1,95,0,6,40,3,1,2,2,18,3,0
8220,32,1,2,3,1,3,4276,34,17,1,5,1,4,1,98,0,9,30,15,2,3,2,3,3,1
8221,52,0,0,1,3,3,12219,90,23,10,9,4,1,3,55,0,2,40,4,2,4,4,42,4,0
8222,24,0,2,4,0,1,4448,18,10,2,7,4,4,3,28,0,1,47,1,1,2,2,36,2,0
8223,45,0,2,2,1,3,9892,87,9,3,5,1,2,3,2,1,6,36,4,1,4,2,39,4,0
8224,32,1,0,1,3,5,8999,89,4,2,8,3,5,3,18,0,9,52,16,3,3,2,39,2,1
8225,46,0,1,1,3,1,11961,63,20,3,7,3,3,3,67,0,5,30,16,2,3,1,35,3,0
8226,33,1,1,0,1,2,13498,40,19,13,7,2,2,1,98,0,9,54,11,2,2,4,17,4,0
8227,43,0,2,4,3,4,9740,46,3,7,0,4,4,3,34,0,2,31,9,3,2,2,34,2,0
8228,22,1,2,4,3,1,9438,42,18,2,3,3,5,4,44,0,5,32,13,4,2,2,9,3,0
8229,49,0,2,2,3,1,12548,65,3,3,1,4,3,3,10,0,9,36,12,4,4,1,8,2,1
8230,54,1,2,3,3,5,4973,54,29,6,6,3,5,3,82,1,4,38,9,4,1,3,16,2,0
8231,33,0,2,3,1,3,13445,51,21,4,9,4,2,4,49,1,3,44,16,2,1,3,32,2,1
8232,31,1,2,0,0,2,16841,65,8,1,5,1,5,4,51,1,7,52,3,4,3,3,46,1,0
8233,47,0,0,3,3,5,8389,71,24,8,6,1,5,1,24,1,5,47,12,1,1,3,22,2,0
8234,48,0,1,2,2,5,9183,94,5,7,4,3,4,4,83,1,4,54,18,3,1,4,38,4,0
8235,36,0,1,0,0,1,12946,86,27,8,2,2,5,4,84,1,2,59,14,3,4,2,3,4,0
8236,59,1,0,4,2,2,15230,81,1,9,3,4,3,1,74,1,2,59,5,4,1,2,30,2,0
8237,40,0,0,3,2,5,7617,17,26,9,9,1,2,4,15,1,9,31,0,1,2,1,39,4,0
8238,42,0,1,2,3,4,4698,88,18,3,0,4,1,3,25,1,7,48,0,1,2,3,18,3,0
8239,39,0,1,2,1,4,16975,77,24,11,4,3,5,4,73,1,1,49,2,4,1,2,8,1,0
8240,30,1,2,4,2,5,5352,26,26,9,5,2,2,4,70,1,5,45,7,4,2,4,38,3,0
8241,53,0,1,2,2,1,18785,93,14,11,6,2,5,4,4,0,6,59,17,4,4,1,34,2,0
8242,29,0,2,0,2,4,17537,65,25,6,7,3,5,1,0,1,5,57,10,1,2,4,21,1,0
8243,29,1,2,0,3,1,9705,25,27,10,4,1,4,4,29,0,8,39,10,1,1,2,16,1,0
8244,25,0,1,1,3,3,11411,20,7,10,0,2,2,4,23,1,7,32,19,3,3,2,15,2,0
8245,55,1,2,4,1,3,19310,26,9,2,4,2,3,3,19,0,4,56,13,1,2,4,13,4,1
8246,43,0,2,2,3,1,18514,96,28,13,0,2,1,1,90,0,5,33,15,2,1,3,34,3,0
8247,31,1,0,3,0,5,9467,39,25,1,7,4,5,3,48,1,3,37,18,1,4,4,2,1,0
8248,42,1,1,0,1,3,11802,40,14,4,1,4,2,2,14,0,7,30,18,1,4,4,3,4,0
8249,46,1,0,4,3,3,17675,72,16,9,1,1,2,1,88,0,9,32,15,4,2,2,15,1,0
8250,56,0,2,4,3,4,10557,94,16,2,5,3,5,4,46,0,2,41,15,1,4,2,39,2,0
8251,25,0,2,0,2,5,16115,50,27,1,8,4,1,2,37,0,9,59,7,3,2,3,10,1,1
8252,20,1,0,1,3,1,15434,50,22,13,4,2,5,4,70,1,4,38,0,3,4,4,14,2,1
8253,25,0,0,4,2,3,6184,35,6,2,5,1,1,4,96,1,8,48,12,4,2,3,5,3,0
8254,41,0,0,2,3,5,9076,63,7,7,2,4,2,1,10,1,3,58,15,4,4,2,18,1,0
8255,43,1,2,3,3,3,18888,98,1,13,8,1,5,2,44,0,7,35,3,4,4,4,8,1,0
8256,44,1,1,3,3,4,9530,74,11,5,3,2,2,1,12,1,8,38,6,1,3,3,1,2,0
8257,34,1,2,0,3,5,6437,76,9,5,5,1,5,4,47,1,4,53,7,3,1,4,34,2,0
8258,45,1,0,4,3,2,11253,33,1,10,3,2,5,1,54,1,9,57,10,2,3,2,12,1,0
8259,27,0,1,3,1,4,3890,25,24,13,5,1,3,3,3,0,9,40,6,2,2,4,12,3,0
8260,43,0,0,4,3,1,16565,92,26,13,0,3,4,1,29,1,2,44,15,2,3,3,28,4,0
8261,57,0,2,0,3,5,8246,94,18,4,0,1,5,4,47,0,3,51,1,2,1,2,39,1,0
8262,25,0,1,1,2,3,6921,17,10,1,0,3,5,4,98,0,3,57,3,3,1,4,25,1,0
8263,54,0,1,3,0,5,12531,71,27,8,9,3,2,4,84,1,2,33,4,2,2,1,39,1,0
8264,20,0,2,2,0,1,15686,83,29,12,1,2,1,1,66,1,7,37,12,3,3,3,39,2,0
8265,55,1,0,0,1,5,5378,67,13,1,6,1,2,4,69,0,7,58,5,4,4,1,7,1,1
8266,31,0,0,1,3,3,8358,80,23,10,2,4,4,4,55,0,6,43,16,3,1,2,27,4,0
8267,57,0,0,2,0,4,5082,26,5,12,0,3,5,2,44,1,5,42,18,4,2,2,45,3,0
8268,30,0,2,2,2,4,18004,76,8,3,7,2,2,2,2,0,8,36,7,1,3,3,6,1,1
8269,31,1,0,3,2,3,14949,59,13,2,7,4,1,4,15,0,8,48,8,1,3,3,11,2,0
8270,58,1,1,4,1,2,12938,71,27,2,3,1,4,4,10,0,4,54,16,2,3,4,42,2,0
8271,26,0,0,0,2,2,10368,16,26,9,6,3,4,2,51,1,3,57,1,1,4,1,7,3,0
8272,30,1,0,2,0,4,17963,69,16,9,1,1,5,2,71,1,1,42,2,2,1,4,28,3,0
8273,55,1,1,3,0,1,6567,33,7,5,5,1,4,4,89,0,7,41,9,2,3,1,36,1,0
8274,50,0,1,1,0,5,8337,75,8,11,8,4,1,3,50,1,6,53,1,1,2,3,10,1,0
8275,52,0,0,2,3,3,19436,38,18,14,6,2,2,2,9,1,3,37,3,4,4,3,36,4,0
8276,32,0,1,1,2,1,4734,19,26,2,5,2,4,3,96,0,3,43,2,1,2,3,7,4,0
8277,37,1,2,0,2,5,17098,40,27,10,9,4,3,4,33,1,2,57,16,2,1,2,8,4,0
8278,43,1,1,3,3,4,11034,49,9,7,1,2,2,3,92,0,8,44,6,3,1,1,31,1,0
8279,28,0,2,1,0,3,6466,33,28,8,3,1,1,2,82,1,8,50,17,1,3,2,35,2,0
8280,50,1,1,4,2,1,15882,45,22,12,5,4,1,2,24,0,6,51,18,3,4,3,26,4,0
8281,29,1,2,1,0,5,3927,97,11,9,4,3,5,2,21,0,8,53,6,4,1,2,42,3,0
8282,21,1,2,1,3,4,7344,58,22,4,4,4,4,1,90,1,8,55,5,3,2,4,18,2,0
8283,57,0,0,3,0,4,17733,33,22,1,3,4,5,4,14,0,9,44,4,1,2,4,15,3,0
8284,34,0,1,3,1,5,15941,98,17,7,7,4,4,2,52,1,9,34,17,2,1,1,21,2,0
8285,22,0,1,2,3,2,12638,95,14,7,7,1,2,2,90,0,3,36,12,3,3,3,21,2,0
8286,50,0,1,1,0,2,5699,26,23,1,4,4,5,3,16,0,6,42,10,2,4,4,27,2,1
8287,25,0,2,1,3,5,19251,49,2,4,6,1,5,2,0,1,7,37,14,1,4,3,10,3,0
8288,22,1,0,3,2,5,16232,72,15,4,1,2,5,4,6,0,7,41,5,4,3,1,38,3,0
8289,30,1,1,4,1,5,3339,86,18,12,2,1,5,1,40,1,2,43,11,1,3,1,35,4,0
8290,34,1,0,3,3,4,7980,39,5,14,9,3,3,2,82,1,5,30,5,4,4,2,14,2,0
8291,47,1,0,4,0,3,18633,39,29,1,8,2,3,2,60,1,4,57,6,1,2,3,46,1,0
8292,29,1,2,3,2,4,9400,27,22,7,6,4,5,3,52,1,3,49,10,3,3,4,29,3,0
