employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition,sentiment_score,sentiment_label,feedback_text
528,32,0,0,3,0,4,14110,69,27,10,4,4,5,2,51,0,9,36,15,4,1,3,7,1,0,3.5,Positive,I am happy with my job and work-life balance.
529,59,0,1,1,2,2,3731,82,6,8,9,1,1,2,62,0,8,51,14,2,2,2,46,1,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
530,28,0,0,1,2,1,4129,93,3,3,6,3,4,2,75,1,9,36,10,4,4,2,5,1,0,3.75,Positive,I am happy with my job and work-life balance.
531,46,0,1,0,1,1,4605,15,24,8,3,1,3,4,59,0,5,52,5,3,3,3,8,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
532,21,0,1,4,3,4,14970,21,5,6,3,2,4,1,64,0,8,55,12,4,3,3,32,1,0,3.25,Positive,I am happy with my job and work-life balance.
533,24,1,0,3,3,4,13937,71,2,13,6,2,1,3,80,1,4,59,18,1,3,1,18,4,1,1.75,Negative,I am dissatisfied with my job and work-life balance.
534,48,1,1,2,1,3,14362,26,20,6,8,1,3,3,54,1,5,47,9,4,3,3,38,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
535,56,0,0,0,0,2,5933,19,25,6,3,2,3,4,56,1,3,59,18,2,3,4,46,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
536,57,1,1,2,2,4,18187,64,4,3,3,3,2,3,91,1,5,39,4,4,1,4,18,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
537,38,1,0,0,2,3,8074,56,10,10,5,2,4,2,70,0,3,47,6,4,2,1,49,2,0,3.0,Positive,I am happy with my job and work-life balance.
538,27,0,0,4,2,3,17037,26,10,1,5,1,4,1,72,1,5,43,10,3,1,2,41,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
539,20,1,1,4,0,4,10099,32,24,12,6,3,2,4,85,1,5,39,13,3,4,3,45,2,0,3.0,Positive,I am happy with my job and work-life balance.
540,41,1,2,4,2,1,3893,80,21,14,0,2,5,1,25,1,6,36,15,2,2,1,16,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
541,36,1,1,4,2,2,4390,88,11,4,2,3,1,4,11,0,9,59,17,1,2,2,21,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
542,26,1,0,1,1,2,7239,93,27,10,8,1,4,4,70,0,1,55,3,1,2,1,10,1,1,2.0,Neutral,"My job is okay, not too good or bad."
543,44,1,2,1,0,1,6432,31,16,12,5,2,2,4,45,0,6,36,0,4,2,2,42,1,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
544,23,0,1,3,3,4,5371,82,26,6,5,3,3,4,46,0,1,36,14,1,3,3,4,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
545,55,0,1,2,1,2,4515,85,29,11,4,3,2,1,78,0,6,34,13,3,4,1,44,3,0,3.0,Positive,I am happy with my job and work-life balance.
546,25,0,1,0,1,4,18906,76,29,12,2,2,5,3,37,1,2,30,18,2,2,3,8,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
547,50,1,2,0,3,4,9326,55,17,10,4,3,1,4,20,0,8,43,4,2,2,1,47,2,1,2.0,Neutral,"My job is okay, not too good or bad."
548,38,0,0,1,1,3,17605,48,16,2,0,3,5,2,13,0,3,47,3,3,3,2,19,3,0,3.5,Positive,I am happy with my job and work-life balance.
549,58,1,1,0,0,1,8586,84,7,7,2,1,3,4,1,0,6,42,12,2,1,1,47,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
550,46,1,1,1,2,4,5917,59,16,7,3,1,3,1,71,1,6,54,17,4,1,4,40,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
551,29,1,1,3,0,5,18901,72,3,11,4,1,3,4,69,1,4,37,11,2,1,4,40,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
552,45,1,1,2,3,1,6793,65,26,4,9,1,3,2,32,0,5,37,14,1,4,1,9,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
553,38,0,1,3,3,2,12947,48,16,4,8,1,2,1,5,1,2,39,8,2,1,4,30,4,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
554,58,0,0,4,1,3,18859,58,8,1,3,1,3,4,89,0,8,46,3,2,2,3,17,3,0,2.0,Neutral,"My job is okay, not too good or bad."
555,22,1,0,4,0,2,4577,29,12,13,2,2,3,2,36,1,7,35,4,3,3,4,40,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
556,32,0,1,4,0,2,12488,92,3,2,9,1,2,1,13,1,6,44,8,3,3,4,44,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
557,47,1,2,3,3,1,12164,84,17,9,0,3,3,4,36,0,7,44,12,1,1,3,15,2,0,2.0,Neutral,"My job is okay, not too good or bad."
558,39,0,0,0,0,2,4030,64,21,10,9,2,5,2,7,1,1,54,9,3,3,3,4,4,0,3.25,Positive,I am happy with my job and work-life balance.
559,47,0,2,2,3,4,18881,46,18,8,5,3,5,1,76,0,5,45,15,1,2,2,6,3,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
560,27,1,0,4,0,2,13785,81,11,8,6,1,4,4,12,0,7,37,12,4,1,3,16,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
561,58,0,1,4,0,3,9691,17,4,9,9,1,5,1,39,0,1,48,3,1,2,1,26,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
562,20,1,0,4,0,3,9358,88,16,7,7,3,1,2,91,1,2,49,12,2,4,4,37,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
563,22,0,1,2,3,5,4462,65,17,13,0,3,1,4,57,1,9,44,7,1,2,2,23,1,1,1.75,Negative,I am dissatisfied with my job and work-life balance.
564,32,1,0,4,1,3,18511,81,9,9,3,3,1,4,17,0,3,32,12,4,2,3,13,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
565,47,1,1,2,0,2,13570,90,6,10,4,4,2,4,56,0,6,35,14,2,2,4,47,2,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
566,44,0,1,4,3,3,18897,62,24,12,1,4,5,2,82,1,7,59,19,1,2,1,17,1,0,3.0,Positive,I am happy with my job and work-life balance.
567,52,0,1,3,3,1,14646,31,27,2,0,4,1,3,37,0,9,54,19,3,4,1,27,4,0,3.0,Positive,I am happy with my job and work-life balance.
568,57,1,1,3,0,3,18474,21,20,6,7,4,4,4,31,1,5,37,12,3,1,2,22,3,0,3.0,Positive,I am happy with my job and work-life balance.
569,25,0,2,2,0,4,10037,27,25,3,5,2,2,2,85,1,4,45,4,3,2,1,37,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
570,51,0,1,3,1,1,12499,80,2,11,4,1,4,1,65,1,2,44,5,1,1,4,19,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
571,40,1,2,2,3,5,16386,18,9,6,8,3,5,1,76,0,3,42,4,1,3,3,39,1,0,3.0,Positive,I am happy with my job and work-life balance.
572,35,1,2,3,3,4,9221,24,28,3,1,1,3,2,86,0,5,55,12,4,2,1,35,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
573,40,0,1,3,2,2,10769,31,21,8,9,3,4,3,24,1,2,49,4,2,2,3,13,4,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
574,30,1,2,2,3,2,17356,66,29,11,7,1,3,2,91,0,4,44,12,2,3,4,14,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
575,56,1,0,0,1,2,10389,20,6,13,9,2,2,1,57,0,1,47,19,2,1,4,48,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
576,55,1,1,3,2,4,7922,97,3,4,8,4,4,1,74,1,4,42,7,2,4,3,31,1,0,3.5,Positive,I am happy with my job and work-life balance.
577,54,0,2,4,2,4,16639,83,20,12,0,1,4,4,32,1,7,53,8,1,2,4,45,4,0,2.0,Neutral,"My job is okay, not too good or bad."
578,38,0,1,0,2,4,13003,88,6,10,6,3,2,3,87,0,3,37,18,1,3,2,2,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
579,39,1,1,2,0,1,8178,23,7,6,7,1,2,2,65,1,8,43,19,4,3,1,46,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
580,37,0,1,0,0,1,18240,91,1,9,2,2,1,1,29,0,6,57,14,2,2,2,39,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
581,33,1,2,1,3,2,6968,97,23,2,3,2,5,1,80,1,6,40,9,1,1,2,37,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
582,34,0,0,1,2,3,5716,35,1,2,2,1,4,1,33,1,1,35,10,1,1,2,14,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
583,50,1,0,3,1,2,19574,38,5,7,6,4,4,2,85,0,5,59,4,1,2,3,9,1,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
584,20,1,2,3,0,5,16511,18,6,2,8,3,2,2,68,0,3,53,8,1,3,3,10,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
585,22,0,1,4,1,1,11181,38,13,2,2,2,2,3,47,0,1,54,10,2,2,4,7,1,0,2.0,Neutral,"My job is okay, not too good or bad."
586,35,1,2,0,1,4,15995,73,2,4,5,2,5,4,39,0,8,58,18,2,4,3,28,1,0,3.25,Positive,I am happy with my job and work-life balance.
587,42,0,2,1,0,1,14298,17,15,9,7,1,2,4,50,0,7,30,1,1,4,4,46,3,0,2.0,Neutral,"My job is okay, not too good or bad."
588,30,0,2,3,0,4,19762,82,15,8,5,2,3,4,79,1,7,54,5,3,1,3,25,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
589,31,1,1,0,0,5,9380,54,13,2,1,2,3,1,12,1,4,31,0,4,4,4,46,2,0,3.25,Positive,I am happy with my job and work-life balance.
590,29,1,2,3,0,5,3615,62,26,8,6,3,3,4,89,0,6,59,2,2,3,1,28,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
591,51,0,1,3,2,1,3463,68,25,4,1,4,3,1,30,1,9,42,2,2,4,4,2,2,1,3.25,Positive,I am happy with my job and work-life balance.
592,35,1,2,1,2,4,12158,49,14,2,1,3,5,3,38,0,3,30,13,3,2,1,17,2,0,3.25,Positive,I am happy with my job and work-life balance.
593,27,1,0,1,2,5,6158,70,26,11,1,4,4,1,62,1,9,53,19,2,3,4,4,1,0,3.25,Positive,I am happy with my job and work-life balance.
594,57,1,2,3,2,2,16434,54,22,10,0,3,3,3,47,1,4,53,4,3,1,3,13,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
595,31,1,2,2,3,2,7938,91,7,7,0,1,2,3,86,0,5,56,16,3,1,3,18,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
596,43,1,0,3,2,4,8417,82,14,6,6,2,3,4,47,0,7,33,14,1,4,1,3,1,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
597,47,0,1,3,0,1,11881,60,26,14,4,4,5,4,60,0,6,53,5,2,1,2,37,4,0,3.0,Positive,I am happy with my job and work-life balance.
598,27,0,1,4,1,5,8603,92,24,10,2,1,2,1,11,1,8,52,13,4,2,2,33,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
599,47,1,2,4,2,1,5212,27,27,5,0,2,3,2,77,0,8,58,13,3,3,4,41,1,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
600,55,1,0,4,3,2,19766,41,29,11,9,2,4,4,55,0,8,31,16,4,2,3,24,4,0,3.0,Positive,I am happy with my job and work-life balance.
601,45,1,1,2,0,5,14695,20,10,1,5,2,2,4,17,0,3,50,7,1,2,2,8,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
602,27,0,2,2,1,1,12775,31,17,2,0,3,2,2,26,0,6,59,7,2,2,3,35,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
603,47,1,0,3,1,3,17559,50,14,8,8,1,4,2,27,0,7,55,18,1,2,3,2,2,0,2.0,Neutral,"My job is okay, not too good or bad."
604,47,0,1,4,2,4,9146,95,8,1,1,1,2,4,81,0,9,49,8,1,3,3,33,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
605,56,0,1,2,1,4,3371,16,4,3,0,2,3,2,79,1,4,45,10,4,3,4,12,3,1,3.0,Positive,I am happy with my job and work-life balance.
606,55,0,0,1,2,3,8565,91,26,2,6,4,2,1,51,1,5,32,12,4,2,1,22,3,1,3.0,Positive,I am happy with my job and work-life balance.
607,46,1,0,3,2,2,11802,66,16,5,5,1,3,3,15,1,8,46,12,3,2,4,13,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
608,36,0,0,0,0,5,11307,80,24,4,5,3,4,3,76,1,1,34,18,2,1,2,10,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
609,28,1,0,3,0,4,10437,66,13,13,4,4,1,4,57,0,6,55,18,1,1,1,17,2,1,1.75,Negative,I am dissatisfied with my job and work-life balance.
610,52,0,2,0,3,3,3446,57,22,7,3,4,4,4,92,0,4,37,4,3,3,2,43,2,0,3.5,Positive,I am happy with my job and work-life balance.
611,39,1,0,4,0,3,4391,36,27,5,3,4,3,1,8,1,5,41,15,3,1,1,5,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
612,32,0,1,0,0,2,14516,69,25,8,2,4,5,2,25,1,5,54,8,1,3,1,9,4,1,3.25,Positive,I am happy with my job and work-life balance.
613,47,1,1,4,2,2,18454,81,27,4,9,1,4,4,27,1,2,52,19,1,3,4,13,3,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
614,48,0,2,1,0,1,14891,74,20,12,7,2,5,3,76,0,8,41,2,3,4,3,23,3,0,3.5,Positive,I am happy with my job and work-life balance.
615,32,1,1,0,2,4,17998,72,18,6,6,4,5,1,35,0,2,56,18,1,3,3,30,3,0,3.25,Positive,I am happy with my job and work-life balance.
616,54,1,1,3,2,1,8969,26,14,4,8,3,3,1,8,0,4,30,4,1,1,1,43,4,1,2.0,Neutral,"My job is okay, not too good or bad."
617,25,1,0,4,0,3,12265,83,18,2,0,3,3,2,46,1,5,30,7,4,4,4,4,2,0,3.5,Positive,I am happy with my job and work-life balance.
618,37,1,1,3,3,5,18861,98,5,1,6,2,1,4,77,1,1,44,13,2,1,2,21,3,1,1.5,Negative,I am dissatisfied with my job and work-life balance.
619,24,0,2,2,3,5,8454,53,26,14,9,1,2,4,50,1,6,46,2,3,3,2,43,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
620,44,0,0,4,1,2,6150,27,9,14,3,2,4,1,75,1,2,31,12,1,3,3,9,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
621,21,1,0,0,1,5,18386,55,28,1,6,4,3,3,56,1,5,46,10,3,2,3,7,3,0,3.0,Positive,I am happy with my job and work-life balance.
622,29,0,2,4,0,5,9414,71,3,8,0,1,4,4,31,0,6,49,7,2,3,2,16,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
623,49,1,0,3,3,5,7657,67,8,14,4,1,5,3,66,0,8,55,18,3,4,2,23,2,0,3.25,Positive,I am happy with my job and work-life balance.
624,24,1,0,1,2,3,13486,26,20,4,2,4,2,1,56,0,9,38,9,3,3,4,23,2,1,3.0,Positive,I am happy with my job and work-life balance.
625,52,0,2,4,1,5,17894,27,22,5,4,3,1,4,53,0,6,41,17,3,2,2,31,2,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
626,20,1,0,0,2,5,8480,88,10,11,3,4,4,3,15,0,5,33,17,4,3,4,5,1,0,3.75,Positive,I am happy with my job and work-life balance.
627,37,1,2,2,1,5,11033,71,22,8,1,2,2,1,61,1,4,42,6,2,3,3,6,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
628,51,0,2,1,0,1,3983,54,19,12,3,4,1,3,83,0,2,33,15,2,3,2,1,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
629,30,1,1,2,3,3,11543,94,21,7,2,3,4,4,95,1,2,36,5,3,2,3,48,4,0,3.0,Positive,I am happy with my job and work-life balance.
630,40,1,1,4,1,2,12916,59,28,13,0,4,2,2,55,0,7,43,15,3,1,1,28,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
631,45,1,0,3,3,1,13143,49,3,8,9,2,3,3,22,1,5,56,15,2,3,1,18,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
632,44,1,0,3,2,4,18581,17,11,13,7,2,4,2,16,1,7,38,0,1,4,1,24,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
633,41,0,2,0,0,3,4907,19,11,8,4,3,2,4,79,1,1,52,18,4,2,2,13,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
634,46,0,0,3,3,3,12216,25,17,6,3,2,1,2,37,1,1,30,2,2,4,3,33,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
635,32,0,2,1,0,4,11737,85,16,10,9,2,2,1,71,1,5,30,5,3,3,2,10,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
636,52,1,2,3,3,4,16757,70,7,2,4,4,3,2,82,1,2,49,3,1,2,3,7,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
637,53,1,0,0,2,4,7174,24,4,6,3,1,4,3,29,0,8,33,3,1,3,4,37,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
638,54,0,2,4,2,2,18708,48,23,14,2,2,4,3,57,1,3,30,3,1,4,2,32,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
639,20,1,1,4,0,5,12297,81,19,1,4,2,4,2,97,1,1,51,9,4,2,1,45,1,0,3.0,Positive,I am happy with my job and work-life balance.
640,40,1,0,3,2,3,4990,86,12,1,3,3,3,1,77,0,2,39,8,4,1,4,22,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
641,25,1,1,2,1,5,8596,45,15,11,0,3,1,4,21,1,7,31,7,2,1,3,16,3,1,1.75,Negative,I am dissatisfied with my job and work-life balance.
642,47,1,0,4,3,5,19374,89,11,3,2,4,4,2,16,0,6,56,18,2,1,2,24,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
643,36,0,2,3,2,4,6775,85,5,3,9,4,1,3,14,0,8,50,16,2,3,3,14,3,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
644,24,0,0,0,1,2,18706,80,5,11,9,2,2,3,47,1,7,53,16,2,2,3,11,4,0,2.0,Neutral,"My job is okay, not too good or bad."
645,50,0,1,3,0,1,17645,84,15,13,7,1,1,2,31,1,8,44,0,3,4,2,19,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
646,24,1,2,4,1,2,16668,55,29,5,6,1,1,2,76,0,3,32,19,4,4,2,23,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
647,57,0,0,0,0,5,18960,77,18,1,1,4,4,2,84,1,6,54,13,1,3,3,34,3,0,3.0,Positive,I am happy with my job and work-life balance.
648,22,0,0,3,0,2,14357,46,11,10,0,3,5,4,39,0,7,52,19,3,3,3,40,2,1,3.5,Positive,I am happy with my job and work-life balance.
649,42,1,0,1,3,4,7435,34,26,6,2,2,5,3,96,1,1,38,10,2,4,4,13,1,0,3.25,Positive,I am happy with my job and work-life balance.
650,56,1,1,0,3,1,18804,71,12,7,4,2,3,3,56,0,1,46,2,2,2,1,39,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
651,56,0,1,1,1,4,17626,64,2,10,9,1,3,3,57,1,7,50,7,3,3,3,44,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
652,29,0,0,2,3,1,10951,94,20,12,0,4,5,4,90,1,3,57,9,1,2,1,28,2,1,3.0,Positive,I am happy with my job and work-life balance.
653,29,0,2,0,3,5,9449,39,15,13,2,1,2,1,98,0,3,42,16,4,4,4,40,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
654,38,0,2,1,3,1,6199,26,20,11,2,1,4,3,15,0,5,32,7,4,2,1,16,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
655,36,1,1,4,1,1,9768,85,4,3,4,4,4,3,27,0,6,33,0,1,1,1,28,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
656,40,0,2,4,2,1,12130,53,22,4,2,3,2,1,97,0,2,33,19,4,4,4,4,2,0,3.25,Positive,I am happy with my job and work-life balance.
657,33,0,1,2,3,2,11633,31,18,10,8,2,2,4,0,1,3,40,6,2,1,3,28,1,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
658,28,1,0,0,3,2,7225,59,6,11,0,3,5,1,40,0,6,57,8,2,4,1,12,2,0,3.5,Positive,I am happy with my job and work-life balance.
659,20,0,1,0,1,5,19980,25,23,10,3,4,3,1,47,0,3,36,11,2,1,3,16,3,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
660,32,1,1,0,2,1,9054,84,27,14,9,4,2,1,30,1,5,55,8,2,2,3,49,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
661,23,1,0,2,3,3,4505,37,26,12,9,2,3,1,35,1,9,40,19,1,4,2,36,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
662,20,1,2,0,0,5,12053,84,19,10,3,3,1,4,32,0,3,53,2,4,4,3,20,1,0,3.0,Positive,I am happy with my job and work-life balance.
663,59,0,1,4,1,1,18749,52,11,14,0,2,4,4,32,1,6,40,3,4,1,3,26,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
664,51,0,1,1,3,1,13832,16,28,10,1,1,5,1,81,0,5,39,9,3,2,1,26,2,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
665,53,1,0,4,3,2,19344,98,24,10,0,1,4,2,22,1,5,34,3,1,4,3,22,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
666,47,0,2,4,0,5,17783,93,2,3,5,1,5,2,59,0,6,42,8,4,3,3,9,4,1,3.25,Positive,I am happy with my job and work-life balance.
667,50,0,1,1,0,1,4551,86,27,1,2,3,1,2,86,1,6,58,0,4,1,2,5,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
668,27,1,0,4,1,1,18154,51,8,8,6,1,4,2,78,0,1,41,4,3,4,2,17,3,0,3.0,Positive,I am happy with my job and work-life balance.
669,58,1,1,2,1,5,16799,63,29,13,4,2,1,3,89,0,9,39,8,2,2,1,49,1,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
670,45,0,0,1,0,3,9852,66,11,10,8,3,5,4,29,1,5,36,4,4,2,1,34,3,0,3.5,Positive,I am happy with my job and work-life balance.
671,53,1,2,4,1,5,4449,47,5,10,6,2,2,4,88,1,1,48,5,2,2,2,2,4,0,2.0,Neutral,"My job is okay, not too good or bad."
672,22,0,2,3,0,5,5659,36,18,2,3,4,4,1,44,0,8,48,18,3,2,2,7,1,0,3.25,Positive,I am happy with my job and work-life balance.
673,31,0,2,4,3,3,10509,19,23,1,4,3,1,3,79,0,7,48,7,4,1,4,36,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
674,20,0,2,2,0,5,5721,32,18,14,4,2,4,1,38,1,7,41,9,2,4,3,13,2,0,3.0,Positive,I am happy with my job and work-life balance.
675,24,0,1,0,0,1,15444,52,14,8,4,2,4,1,44,1,5,49,10,1,1,1,20,3,1,2.0,Neutral,"My job is okay, not too good or bad."
676,49,1,1,4,2,5,12637,51,22,7,9,3,4,4,77,1,1,51,12,2,1,1,30,1,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
677,49,1,2,0,0,3,13490,78,10,7,8,4,3,3,80,1,9,44,19,2,2,3,30,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
678,36,1,2,3,0,4,5925,24,3,4,9,3,1,2,11,1,9,34,3,2,3,3,11,3,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
679,42,1,2,4,2,5,12824,93,9,11,2,1,1,4,92,1,8,53,10,2,2,1,31,4,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
680,34,0,1,1,1,2,9240,56,3,9,5,1,4,3,31,1,5,59,11,1,3,2,3,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
681,56,0,2,0,2,1,19896,62,11,6,7,4,2,3,55,1,3,43,4,3,1,2,2,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
682,40,1,2,3,3,1,3215,58,12,2,8,2,4,4,23,1,8,41,9,2,2,3,48,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
683,33,0,2,1,2,2,10299,96,12,14,6,2,3,4,12,0,1,58,6,2,2,1,3,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
684,21,0,0,1,3,2,14523,30,3,1,2,2,5,1,19,1,3,50,8,4,1,3,15,4,1,3.0,Positive,I am happy with my job and work-life balance.
685,30,0,2,1,1,5,13364,68,21,1,0,3,3,1,78,1,7,40,8,4,2,2,17,4,0,3.0,Positive,I am happy with my job and work-life balance.
686,58,1,0,1,2,2,6153,49,7,9,3,3,2,1,55,0,4,57,9,1,4,4,48,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
687,57,1,0,4,2,4,4706,42,14,4,5,4,4,2,52,0,7,34,9,1,3,4,7,3,0,3.0,Positive,I am happy with my job and work-life balance.
688,53,1,2,4,1,3,13298,16,24,5,2,1,1,4,67,0,5,45,1,1,3,2,48,4,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
689,57,0,0,4,3,2,4567,27,28,3,0,2,4,3,53,0,6,59,3,4,3,3,5,1,0,3.25,Positive,I am happy with my job and work-life balance.
690,53,1,2,3,2,2,13400,55,11,4,5,1,2,4,33,0,7,55,7,2,2,4,34,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
691,37,1,1,3,3,4,13345,94,7,12,0,3,1,3,27,0,7,47,13,4,4,2,33,2,0,3.0,Positive,I am happy with my job and work-life balance.
692,49,1,1,3,2,1,4128,73,25,8,8,3,3,2,49,1,7,41,16,3,2,1,45,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
693,34,1,1,2,0,1,10867,83,21,13,0,3,5,4,1,0,7,56,12,1,3,3,16,1,0,3.0,Positive,I am happy with my job and work-life balance.
694,46,1,1,3,2,5,8583,67,10,4,5,1,5,3,93,0,7,56,17,1,2,3,37,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
695,53,1,0,4,1,4,7897,59,11,9,0,4,4,3,25,0,3,34,17,1,3,4,3,1,0,3.0,Positive,I am happy with my job and work-life balance.
696,57,0,2,4,1,3,9001,34,15,9,6,4,3,1,50,1,3,45,12,3,1,3,47,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
697,52,0,2,2,3,3,14113,38,19,6,2,3,2,2,46,0,7,41,7,2,3,4,48,2,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
698,43,1,2,2,2,4,7567,75,16,2,5,2,5,4,25,1,2,52,11,2,1,4,43,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
699,34,1,1,3,3,3,12271,72,22,12,6,1,3,1,83,0,2,31,0,2,1,2,21,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
700,49,0,1,0,3,1,17348,41,21,10,0,3,4,2,91,0,3,59,19,1,1,4,41,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
701,36,0,2,2,0,3,14703,40,28,11,0,1,1,1,83,1,4,58,17,2,3,1,8,1,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
702,24,1,1,1,0,3,16329,21,20,7,4,1,4,4,74,1,6,35,2,4,4,3,22,1,0,3.25,Positive,I am happy with my job and work-life balance.
